timestamp,src,dst,y,weights
1,98,227,4,202818.0,9,9
1,28,232,9,497.0,4,5
1,28,194,9,69.0,4,4
1,28,166,9,5379.0,4,0
1,28,256,9,141.0,4,6
1,28,221,9,49.0,4,0
1,28,250,9,1584.0,4,3
1,28,157,9,65777.0,4,4
1,28,227,9,1364.0,4,9
1,28,134,9,132.0,4,1
1,28,211,9,154.0,4,4
1,23,152,0,188183.0,0,0
1,28,135,9,887.0,4,3
1,28,197,9,501.0,4,3
1,28,212,9,126.0,4,3
1,98,166,4,4604.0,9,0
1,98,256,4,410.0,9,6
1,98,250,4,213.0,9,3
1,98,157,4,1312.0,9,4
1,101,230,0,46767.0,0,0
1,98,134,4,1360.0,9,1
1,43,172,0,38034.0,3,3
1,32,161,1,99049.0,2,2
1,98,221,4,843.0,9,0
1,47,176,6,166768.0,3,3
1,43,227,0,647.0,3,9
1,100,140,0,219.0,3,4
1,30,152,2,922.0,0,0
1,41,170,9,170897.0,5,5
1,115,244,0,40581.0,0,0
1,47,170,6,2023.0,3,5
1,43,134,0,1400.0,3,1
1,43,234,0,510.0,3,1
1,105,129,0,309.0,1,4
1,98,172,4,751.0,9,3
1,65,194,7,30673.0,4,4
1,100,229,0,136927.0,3,3
1,47,187,6,918.0,3,2
1,65,166,7,4316.0,4,0
1,65,256,7,69.0,4,6
1,37,241,0,3432.0,0,7
1,37,183,0,2506.0,0,4
1,60,189,0,71605.0,1,1
1,41,166,9,2372.0,5,0
1,66,166,4,2506.0,11,0
1,66,227,4,1931.0,11,9
1,66,194,4,291.0,11,4
1,66,195,4,249749.0,11,11
1,60,176,0,151.0,1,3
1,112,241,5,414146.0,7,7
1,112,166,5,3196.0,7,0
1,112,129,5,117.0,7,4
1,109,166,6,1520.0,4,0
1,109,241,6,405.0,4,7
1,109,238,6,18024.0,4,4
1,109,183,6,334.0,4,4
1,109,129,6,298.0,4,4
1,41,171,9,907.0,5,1
1,57,186,3,27462.0,3,3
1,57,195,3,377.0,3,11
1,57,257,3,307.0,3,1
1,57,220,3,721.0,3,1
1,57,251,3,73.0,3,3
1,57,166,3,4050.0,3,0
1,57,194,3,164.0,3,4
1,0,129,0,181229.0,4,4
1,11,140,0,40192.0,4,4
1,66,186,4,410.0,11,3
1,41,232,9,1364.0,5,5
1,66,220,4,938.0,11,1
1,60,187,0,680.0,1,2
1,0,159,0,862.0,4,0
1,23,129,0,195.0,0,4
1,0,227,0,194.0,4,9
1,54,129,3,54.0,4,4
1,54,238,3,367.0,4,4
1,54,166,3,2533.0,4,0
1,54,183,3,22391.0,4,4
1,54,241,3,990.0,4,7
1,128,194,1,95.0,1,4
1,128,186,1,315.0,1,3
1,128,257,1,35027.0,1,1
1,128,220,1,1291.0,1,1
1,128,183,1,110.0,1,4
1,128,251,1,383.0,1,3
1,103,166,4,5177.0,5,0
1,128,174,1,348.0,1,0
1,128,254,1,76.0,1,0
1,128,166,1,4159.0,1,0
1,128,195,1,250.0,1,11
1,103,171,4,1449.0,5,1
1,98,195,4,1944.0,9,11
1,103,232,4,88087.0,5,5
1,0,162,0,615.0,4,1
1,103,250,4,1331.0,5,3
1,0,166,0,5991.0,4,0
1,0,217,0,338.0,4,6
1,0,152,0,211.0,4,0
1,91,195,2,933.0,1,11
1,91,186,2,716.0,1,3
1,91,227,2,36.0,1,9
1,91,166,2,3208.0,1,0
1,91,194,2,107.0,1,4
1,60,241,0,156.0,1,7
1,103,170,4,1338.0,5,5
1,91,220,2,46160.0,1,1
1,91,257,2,1280.0,1,1
1,113,242,2,124401.0,3,3
1,91,174,2,324.0,1,0
1,91,254,2,117.0,1,0
1,91,251,2,705.0,1,3
1,103,135,4,1517.0,5,3
1,54,174,3,376.0,4,0
1,112,183,5,944.0,7,4
1,112,257,5,38.0,7,1
1,112,145,5,1653.0,7,1
1,112,217,5,1748.0,7,6
1,103,211,4,1883.0,5,4
1,54,257,3,112.0,4,1
1,54,220,3,67.0,4,1
1,54,251,3,58.0,4,3
1,112,238,5,377.0,7,4
1,103,212,4,479.0,5,3
1,23,217,0,164.0,0,6
1,122,220,0,683.0,3,1
1,122,166,0,674.0,3,0
1,122,186,0,71.0,3,3
1,122,257,0,385.0,3,1
1,122,183,0,48.0,3,4
1,122,251,0,12478.0,3,3
1,122,174,0,263.0,3,0
1,122,195,0,162.0,3,11
1,103,197,4,456.0,5,3
1,0,195,0,143.0,4,11
1,118,247,0,2518.0,3,3
1,112,189,5,161.0,7,1
1,45,166,1,1079.0,0,0
1,45,257,1,319.0,0,1
1,45,220,1,349.0,0,1
1,45,183,1,396.0,0,4
1,45,251,1,275.0,0,3
1,45,174,1,36814.0,0,0
1,45,195,1,752.0,0,11
1,45,241,1,173.0,0,7
1,45,254,1,672.0,0,0
1,45,175,1,182.0,0,0
1,103,157,4,515.0,5,4
1,66,251,4,154.0,11,3
1,66,257,4,154.0,11,1
1,66,254,4,1561.0,11,0
1,112,174,5,182.0,7,0
1,103,134,4,11.0,5,1
1,88,152,1,184.0,6,0
1,88,217,1,239306.0,6,6
1,66,174,4,786.0,11,0
1,33,129,2,584.0,1,4
1,33,162,2,152212.0,1,1
1,88,129,1,327.0,6,4
1,16,166,0,414.0,1,0
1,16,241,0,1484.0,1,7
1,103,169,4,65.0,5,0
1,125,174,1,679.0,0,0
1,125,195,1,1658.0,0,11
1,125,220,1,126.0,0,1
1,125,254,1,40216.0,0,0
1,125,175,1,283.0,0,0
1,125,257,1,81.0,0,1
1,125,166,1,305.0,0,0
1,16,217,0,1262.0,1,6
1,16,145,0,65915.0,1,1
1,6,166,2,1493.0,3,0
1,112,225,5,3038.0,7,6
1,96,225,2,226956.0,6,6
1,66,175,4,1656.0,11,0
1,88,241,1,1692.0,6,7
1,88,145,1,1298.0,6,1
1,88,166,1,441.0,6,0
1,6,232,2,1480.0,3,5
1,6,135,2,30651.0,3,3
1,6,157,2,907.0,3,4
1,6,227,2,88.0,3,9
1,33,217,2,1574.0,1,6
1,88,162,1,1343.0,6,1
1,66,201,4,118.0,11,0
1,46,166,1,273.0,0,0
1,6,211,2,427.0,3,4
1,46,174,1,157.0,0,0
1,46,195,1,1577.0,0,11
1,46,254,1,245.0,0,0
1,6,197,2,568.0,3,3
1,46,175,1,33928.0,0,0
1,46,201,1,209.0,0,0
1,6,212,2,196.0,3,3
1,72,195,1,152.0,0,11
1,72,175,1,202.0,0,0
1,72,201,1,126142.0,0,0
1,96,241,2,3178.0,6,7
1,65,195,7,307.0,4,11
1,6,250,2,927.0,3,3
1,66,162,4,706.0,11,1
1,65,186,7,162.0,4,3
1,33,195,2,640.0,1,11
1,98,135,4,89.0,9,3
1,98,211,4,26.0,9,4
1,98,222,4,406.0,9,6
1,65,257,7,92.0,4,1
1,98,197,4,128.0,9,3
1,5,227,0,1354.0,1,9
1,5,139,0,49.0,1,2
1,37,195,0,2883.0,0,11
1,65,220,7,111.0,4,1
1,23,159,0,945.0,0,0
1,10,139,2,196361.0,2,2
1,10,140,2,389.0,2,4
1,10,214,2,159.0,2,7
1,11,139,0,364.0,4,2
1,5,166,0,752.0,1,0
1,5,234,0,386.0,1,1
1,5,221,0,102.0,1,0
1,5,157,0,107.0,1,4
1,5,134,0,46328.0,1,1
1,5,250,0,59.0,1,3
1,5,151,0,333.0,1,0
1,5,172,0,1445.0,1,3
1,65,227,7,852.0,4,9
1,105,172,0,555.0,1,3
1,105,234,0,44321.0,1,1
1,105,139,0,285.0,1,2
1,41,211,9,1305.0,5,4
1,37,174,0,1189.0,0,0
1,41,135,9,35.0,5,3
1,41,212,9,304.0,5,3
1,37,238,0,1633.0,0,4
1,82,232,8,1722.0,4,5
1,82,250,8,168.0,4,3
1,82,157,8,148.0,4,4
1,82,170,8,1305.0,4,5
1,82,211,8,153200.0,4,4
1,82,197,8,470.0,4,3
1,82,222,8,82.0,4,6
1,82,169,8,72.0,4,0
1,82,166,8,1090.0,4,0
1,68,232,1,465.0,3,5
1,68,166,1,547.0,3,0
1,68,250,1,179.0,3,3
1,68,197,1,18131.0,3,3
1,68,157,1,479.0,3,4
1,68,227,1,127.0,3,9
1,68,222,1,145.0,3,6
1,37,220,0,3522.0,0,1
1,37,175,0,364.0,0,0
1,82,171,8,65.0,4,1
1,82,135,8,448.0,4,3
1,82,227,8,34.0,4,9
1,82,212,8,561.0,4,3
1,82,219,8,65.0,4,0
1,37,251,0,767.0,0,3
1,68,211,1,456.0,3,4
1,68,135,1,581.0,3,3
1,68,212,1,285.0,3,3
1,37,217,0,383.0,0,6
1,37,186,0,4374.0,0,3
1,105,134,0,383.0,1,1
1,105,151,0,575.0,1,0
1,23,211,0,392.0,0,4
1,41,162,9,281.0,5,1
1,41,164,9,1433.0,5,15
1,37,254,0,348.0,0,0
1,37,145,0,431.0,0,1
1,83,170,2,295.0,3,5
1,83,232,2,471.0,3,5
1,93,222,3,76822.0,6,6
1,93,212,3,307.0,6,3
1,10,234,2,233.0,2,1
1,37,227,0,4722.0,0,9
1,83,135,2,186.0,3,3
1,83,169,2,207.0,3,0
1,83,211,2,535.0,3,4
1,0,238,0,284.0,4,4
1,83,166,2,548.0,3,0
1,83,197,2,248.0,3,3
1,83,219,2,143.0,3,0
1,83,250,2,85.0,3,3
1,83,212,2,35070.0,3,3
1,83,222,2,303.0,3,6
1,41,219,9,618.0,5,0
1,85,139,6,151.0,7,2
1,83,203,2,389.0,3,0
1,85,214,6,119613.0,7,7
1,23,244,0,151.0,0,0
1,22,234,1,574.0,0,1
1,22,151,1,114856.0,0,0
1,43,151,0,369.0,3,0
1,101,152,0,275.0,0,0
1,115,152,0,172.0,0,0
1,37,225,0,100.0,0,6
1,37,257,0,4494.0,0,1
1,10,180,2,983.0,2,2
1,37,166,0,927617.0,0,0
1,0,241,0,121.0,4,7
1,93,197,3,110.0,6,3
1,115,221,0,242.0,0,0
1,22,134,1,312.0,0,1
1,12,141,0,5443.0,0,0
